Date,Close,High,Low,Open,Volume,AI_Regime_Score,AI_Stock_Sentiment
2023-01-03,366.0690612792969,371.4617455709304,363.194858063022,369.4815413852033,74850700,0.0,0.0
2023-01-04,368.8951721191406,370.93304981286974,365.2808052899679,368.3376218305615,85934100,0.0,0.0
2023-01-05,364.684814453125,367.0495187490948,364.0888346930868,366.9341716130213,76970500,0.0,0.0
2023-01-06,373.0478515625,374.1725449520528,364.7136972396124,367.7897288196835,104189600,0.0,0.0
2023-01-09,372.8363342285156,378.4501492308945,372.6537208155279,375.2491194480199,73978100,0.0,0.0
2023-01-10,375.4509887695313,375.5182843811925,371.3079376645078,372.24998822129896,65358100,0.0,0.0
2023-01-11,380.1996154785156,380.2765331252474,376.21999265701146,377.0370739744866,68881100,0.0,0.0
2023-01-12,381.5838928222656,383.0546276640249,377.2197691667525,381.3051469866937,90157700,0.0,0.0
2023-01-13,383.0642395019531,383.64100457532766,378.1041068077167,378.3732599305594,63903900,0.0,0.0
2023-01-17,382.3624877929688,384.7272215523522,381.6799976439543,383.0450072774721,62677300,0.0,0.0
2023-01-18,376.3257446289063,384.6214688994839,376.12388712892096,383.554478492644,99632300,0.0,0.0
2023-01-19,373.586181640625,375.93164211812586,372.2596307570735,374.27826453414,86958900,0.0,0.0
2023-01-20,380.5457153320313,380.69952130177495,373.3362255124201,374.9896030178039,91806400,0.0,0.0
2023-01-23,385.1116638183594,387.0534088710734,380.3918483861072,381.3531135412994,84178800,0.0,0.0
2023-01-24,384.6983947753906,385.6115792327904,382.2375578903821,383.4295175059516,59524900,0.0,0.40652431961243934
2023-01-25,384.8425903320313,385.1790390730216,378.315590364586,380.6130286416279,84800300,0.0,0.39422373998692906
2023-01-26,389.07220458984375,389.23563262971646,384.5350303326338,387.5149591996796,72287400,0.0,0.35777542713757154
2023-01-27,389.966064453125,392.35001274142974,387.8128397640022,388.0243192842186,68346200,0.0,0.5468873398091739
2023-01-30,385.0732116699219,389.43736376404297,384.77522181348814,387.1975994857679,74202000,0.0,0.4557229242500469
2023-01-31,390.7351379394531,390.7831894712703,385.2462918392246,385.5923626089722,86811800,0.0,0.2927115924530284
2023-02-01,394.8877868652344,397.64664301137975,386.7651124067299,389.51431717670346,101459200,-0.9458769969355056,0.3407646454069351
2023-02-02,400.63623046875,402.1069654976732,396.8873009181119,398.7905878170156,101654500,-1.0,0.3318870940381936
2023-02-03,396.3777465820313,400.818787510041,395.1665429342146,395.6471755772544,94736800,-1.0,0.39185653052373115
2023-02-06,393.9553527832031,395.3588212705136,392.2923825560251,393.91692329199503,60295300,-0.7110870226037209,0.25902352222401137
2023-02-07,399.1077270507813,400.3573601589839,391.7828904374817,393.03252354568434,90990700,-0.8076453899600149,0.21824132679236385
2023-02-08,394.7435607910156,398.47327457670247,394.0514486520687,397.1275091219409,76227500,-1.0,0.4361431142062574
2023-02-09,391.3215026855469,398.5117779701421,390.091084227083,398.3579719958979,78694900,-1.0,0.39282385438062106
2023-02-10,392.2347412109375,392.6192415030363,389.3221082284389,390.13916034833926,70769700,-0.9997531604496355,0.21413570622434988
2023-02-13,396.8391723632813,396.9737635969899,392.4269678066237,392.8883857479932,64913500,-1.0,0.15262802375255546
2023-02-14,396.6565246582031,398.9731481995332,392.6864943036978,395.3107297793623,88389300,-1.0,0.2387065185890104
2023-02-15,397.9446716308594,398.0215599573254,393.6093551720826,394.4552734406725,61555700,-0.7359339513733512,0.2321047951780193
2023-02-16,392.4654235839844,396.9160869350225,392.3308616868133,392.9556783094092,76431500,-0.9259921984663662,0.18500620753596692
2023-02-17,391.4848937988281,391.725210110528,388.39921123505167,390.3313637684741,89257800,-0.6381284431089707,0.04756782563594428
2023-02-21,383.6314086914063,388.5050313572549,383.3718775916629,387.4476335398875,82655900,-0.9737133231118302,0.13184423030099113
