Date,Close,High,Low,Open,Volume,AI_Regime_Score,AI_Stock_Sentiment
2022-01-03,30.062767028808597,30.651626527613114,29.727416179654284,29.757358865642377,391547000,0.0,0.0
2022-01-04,29.233373641967773,30.409095675209777,28.29419292188651,30.218464956704405,527154000,0.0,0.0
2022-01-05,27.550630569458008,29.359127526177748,27.479768693565187,28.893029463658262,498064000,0.0,0.0
2022-01-06,28.123519897460938,28.38301743954945,27.01267281731573,27.586559964920276,454186000,0.0,0.0
2022-01-07,27.19432258605957,28.367052077902997,27.004689383729875,28.086595203604723,409939000,0.0,0.0
2022-01-10,27.347023010253903,27.41588984567352,25.594417635721964,26.529606264497083,594681000,0.0,0.0
2022-01-11,27.76321792602539,28.010739538240266,26.78711005956988,27.27017354560003,404089000,0.0,0.0
2022-01-12,27.944868087768555,28.539714564955545,27.554623289676226,28.012735506788296,383413000,0.0,0.0
2022-01-13,26.523622512817383,28.424938300544927,26.44676981062193,28.324133734411912,540171000,0.0,0.0
2022-01-14,26.88991355895996,27.144421643836736,26.15932835464321,26.24915451358075,395832000,0.0,0.0
2022-01-18,25.852924346923828,26.586504058305135,25.72018204047513,26.209234546842215,424270000,0.0,0.0
2022-01-19,25.018535614013672,26.49168179020978,25.003565223757168,26.02858007768311,488315000,0.0,0.0
2022-01-20,24.10330581665039,25.52954371114921,24.031444525420937,25.255075801849063,435181000,0.0,0.0
2022-01-21,23.32880973815918,24.775007677466373,23.218024282355422,23.46155201998604,718958000,0.0,0.0
2022-01-24,23.326814651489254,23.33479860637558,20.847617715138355,22.286829332930463,913982000,0.0,-0.6658444509111925
2022-01-25,22.280839920043945,22.898644579433583,21.957466910396736,22.502410844337717,664616000,0.0,-0.6659103572529622
2022-01-26,22.72797393798828,24.0104894774326,22.256886340278516,23.195069558309832,755959000,0.0,-0.672913617587507
2022-01-27,21.901575088500977,23.948610407504805,21.63309415111948,23.52243589687238,573353000,0.0,-0.5301733799582774
2022-01-28,22.79584312438965,22.81380797435671,21.25482754600818,21.96944289295478,543774000,0.0,-0.6654567604910046
2022-01-31,24.438663482666016,24.461619734614374,23.007435690470796,23.137183535569413,564680000,0.0,-0.47219537565626213
2022-02-01,24.59036636352539,25.0963861195441,23.843811420300632,25.0554650218014,518925000,0.7618475062185687,-0.26916602588680005
2022-02-02,25.19319725036621,25.767084393020323,24.505528293848347,25.74413004951072,543419000,0.6854181250094246,-0.3010128653844831
2022-02-03,23.90169906616211,25.028515976458163,23.734024607139915,24.41071326432932,410178000,0.752212096913746,-0.25102442579085676
2022-02-04,24.271982192993164,24.58737122731306,23.58631015608026,23.925652956622255,354829000,0.7816920348948478,-0.24205309400420533
2022-02-07,24.68019294738769,25.13331377835972,24.15520891084488,24.324880318773864,376868000,0.8106591897632908,-0.24159551079967415
2022-02-08,25.05945205688477,25.181215904052458,23.93363285010225,24.31189974270353,410359000,0.7786925543188132,-0.11489221117927272
2022-02-09,26.653369903564453,26.673331693511606,25.3039845039106,25.572463535153865,524282000,0.340950676398595,0.004195653747083838
2022-02-10,25.774070739746094,26.87294187560028,25.55050480074537,25.944741556292165,513200000,0.25296149828712555,0.24447468501873743
2022-02-11,23.902698516845703,26.10144045086066,23.727040089477477,25.86589665157673,605472000,0.002751741454745771,0.23209524076771204
2022-02-14,24.22008514404297,24.82690950810967,23.70907395093763,23.88772874556484,440424000,0.004615287721745576,0.04642363967891299
2022-02-15,26.443777084350582,26.49367965605607,24.73608458162661,24.900764591183574,699869000,-0.6634370428991128,0.16608271408332242
2022-02-16,26.45974349975586,26.53060727967745,25.502597989095342,26.20823181128733,732676000,-0.5551955646868927,0.27620751671400884
2022-02-17,24.459619522094727,25.73514858735648,24.118281669763785,25.58044757027019,810595000,-0.9501015915068798,0.3605430641120708
2022-02-18,23.59629249572754,24.937693968010517,23.055340541376445,24.620307973876027,761255000,-0.9687784372322892,0.12101632302095609
2022-02-22,23.34477806091309,24.017474761924387,22.955532681143488,22.99046486119148,633422000,-0.9805560124686441,-0.06495330559666612
2022-02-23,22.34371757507324,24.10830099326957,22.257885303841995,23.75598282067704,566511000,-0.9658904190214601,-0.09531093721562911
2022-02-24,23.70208549499512,23.753985005383655,20.84961126769638,20.97436959630377,735801000,-1.0,-0.21159118141105382
2022-02-25,24.11029624938965,24.17017971684617,23.33579743881381,23.67514026050262,528866000,-1.0,-0.014749283323366882
2022-02-28,24.33785629272461,24.61731564927492,23.661167584235766,23.945616436590047,477319000,-0.9947478162905683,-0.011913455219630862
2022-03-01,23.431612014770508,24.3298735989293,23.08727967661712,24.24403941809572,412056000,-0.7007355946422646,-0.02556457118456038
2022-03-02,24.177291870117188,24.36595968539588,23.373712936549165,23.71411125073669,389642000,-0.7870417063957516,-0.11695897376793937
2022-03-03,23.672182083129883,24.28310236007115,23.42761329232324,24.21921413985086,365095000,-0.7649630472404627,-0.18945026386598912
2022-03-04,22.895557403564453,23.63824497847324,22.44235747690305,23.342767392238667,431415000,-0.6357539139254651,-0.16556019770561348
2022-03-07,21.31435203552246,22.9923898036632,21.292391465045675,22.77676914085892,450821000,-0.9741997342565298,-0.08681601184835203
2022-03-08,21.47606658935547,22.333551259586635,20.613589668860968,21.27142812022773,557467000,-0.9466337072685367,-0.22586893223387905
2022-03-09,22.973419189453125,23.179055323683137,22.207771447985007,22.34752397571556,492742000,-1.0,-0.4598578216373616
2022-03-10,22.61804962158203,22.74781956359875,21.843416915189174,22.491272744824204,428066000,-0.9879053277193253,-0.28380797229490556
2022-03-11,22.06103515625,23.104192759122014,22.007129512410348,22.98140852770313,367209000,-0.9574589832082396,-0.1730905926574363
2022-03-14,21.292388916015625,22.22274473627401,21.12169091105155,21.83043806016922,385354000,-0.6482303829369271,-0.1485776697407263
2022-03-15,22.9324951171875,22.997381046653096,21.28440697905285,21.480060551982945,491996000,-1.0,-0.18915748999447857
2022-03-16,24.45280265808105,24.553624381420157,23.13113806857909,23.458558771385945,671422000,-0.8226285575862715,0.05124614581882497
2022-03-17,24.72232818603516,24.798192476295053,23.863844107563462,24.077467438937035,471941000,-0.8376873111979621,0.06443290361911991
2022-03-18,26.40635108947754,26.522147658698504,24.580577835662808,24.75526847373087,730719000,-0.716709101919353,0.05316256464505002
2022-03-21,26.686857223510746,27.104121306196102,25.921209533056214,26.46025822521899,591727000,-0.5699938223359433,0.15949625933034894
2022-03-22,26.477230072021484,27.189971767703643,26.026027424283942,26.679871236174723,547007000,-0.5618506245593053,0.26372812987144656
2022-03-23,25.588794708251957,26.565068721564423,25.529898740692925,26.07992573129802,502120000,-0.4858896971590161,0.1947922714397822
2022-03-24,28.100364685058597,28.27006501205977,25.861319580253287,26.11986368042065,877379000,-0.9443336817392163,0.1572223601699247
2022-03-25,27.64316749572754,28.307993440069914,27.222910357307452,27.83682564076314,579016000,-0.9902300065645118,0.37376347809221927
2022-03-28,28.16924285888672,28.20018833538596,27.158028538413475,27.707059896183974,425494000,-1.0,0.49438481153128777
2022-03-29,28.605472564697266,28.894960233335265,27.93066392483216,28.64440335638541,488984000,-0.8179840760292769,0.5083776544885381
2022-03-30,27.641172409057617,28.445750877229376,27.454501887834223,28.254090010683303,463487000,-0.9318437985595276,0.46528079133809
2022-03-31,27.237886428833008,28.19819004641193,27.22191579894344,27.73301213113302,523440000,-0.9047582443384934,0.39509950313319053
2022-04-01,26.66489601135254,27.44751390350654,26.22068102801102,27.326726985234544,517235000,-0.834619040679994,0.41217508778702266
2022-04-04,27.311756134033203,27.509406950687776,26.566073594108467,26.68087058366192,397120000,-0.28264901011467325,0.43452192254370314
2022-04-05,25.885272979736328,27.270825865218463,25.774468656427768,27.20593995323083,436615000,-0.6498357835837396,0.38512765941743565
