Date,Open,High,Low,Close,Volume,VIX,AI_Regime_Score,AI_Stock_Sentiment
2023-01-03,128.34377240566315,128.9545531314731,122.32457886036785,123.2112045288086,112117500,22.899999618530273,0.0,0.0
2023-01-04,125.00416235162118,126.7478608503369,123.22106494631889,124.48204040527344,89113600,22.010000228881836,0.0,-0.09208020724642525
2023-01-05,125.24058317585433,125.87107085400619,122.90581107632524,123.16194152832031,80962700,22.459999084472656,0.0,0.4707250377881923
2023-01-06,124.1372542550979,128.35363661029058,123.03389687582771,127.69359588623047,87754700,21.1299991607666,0.0,-0.43711586627055427
2023-01-09,128.53093430540028,131.4272419402479,127.95955255827974,128.21568298339844,70790800,21.969999313354492,0.0,0.4726589060998525
2023-01-10,128.3240932303102,129.30923140505178,126.21589813764389,128.787109375,63896200,20.579999923706055,0.0,0.10445674829487406
2023-01-11,129.29938853968858,131.52579545654146,128.52113597704147,131.506103515625,69458900,21.09000015258789,0.0,0.1424715453710841
2023-01-12,131.89029271765745,132.26463497127472,129.4865533653131,131.42727661132812,71379600,18.829999923706055,0.0,0.6224745318059647
2023-01-13,130.0677495016975,132.9147972949888,129.70325330640753,132.75717163085938,57809700,18.350000381469727,0.0,0.14240495900009062
2023-01-17,132.82615869144374,135.24958975985854,132.1365650960417,133.91966247558594,63646600,19.360000610351562,0.0,0.5712493386299311
2023-01-18,134.78660397065414,136.54999458059902,133.02319832869463,133.20053100585938,69672800,20.34000015258789,1.0,0.10799764526594505
2023-01-19,132.0873116107182,134.22505937639417,131.78192122019502,133.25962829589844,58280400,20.520000457763672,1.0,0.06638561072795761
2023-01-20,133.26946486486585,135.9687483442848,132.22522101014553,135.8209686279297,80223600,19.850000381469727,1.0,-0.03528576514561188
2023-01-23,136.06724948686616,141.18997887668803,135.85051793428082,139.0128173828125,81760300,19.809999465942383,1.0,0.5106836425571236
2023-01-24,138.22469014521045,141.03233904710638,138.2148441781761,140.4116973876953,66435100,19.200000762939453,1.0,0.628193465259985
2023-01-25,138.7960782416761,140.3131839948148,136.7469896041819,139.7516632080078,65799300,19.079999923706055,1.0,0.6347922658065253
2023-01-26,141.04218251884544,142.10613318815084,139.79105325512376,141.82044982910156,54105100,18.729999542236328,1.0,-0.026633051797152266
2023-01-27,141.03236318771044,145.04186713056833,140.95355034191297,143.7611846923828,70555800,18.510000228881836,1.0,0.5591765119874517
2023-01-30,142.80561778514152,143.38684562469143,140.72697590646771,140.87474060058594,64015300,19.940000534057617,1.0,0.5662301080197517
2023-01-31,140.57917270592753,142.19479823056315,140.1654165994733,142.14553833007812,65874500,19.399999618530273,1.0,-0.574685414345942
2023-02-01,141.83032262446247,144.43108640849707,139.21971287170524,143.26861572265625,77663600,17.8700008392334,1.0,0.05560826177751443
2023-02-02,146.68702845858084,148.9331416858034,145.96788199485025,148.57850646972656,118339000,18.729999542236328,1.0,0.12380208732451699
2023-02-03,145.8299972142777,155.04104480782712,145.63297259328513,152.20384216308594,154357300,18.329999923706055,1.0,0.40854668953001605
2023-02-06,150.3024721942149,150.8245939938092,148.5390672218418,149.47494506835938,69858300,19.43000030517578,1.0,0.6121027479880383
