Date,Open,High,Low,Close,Volume,VIX,AI_Regime_Score,AI_Stock_Sentiment
2023-01-03,14.836149193445959,14.981004654277776,14.081904060760499,14.300684928894043,401277000,22.899999618530273,1.0,0.0
2023-01-04,14.552431925929696,14.838145196007998,14.226757745256368,14.734249114990234,431324000,22.010000228881836,1.0,-0.057684159937213667
2023-01-05,14.476509114267246,14.549436068229195,14.133851704136582,14.25073528289795,389168000,22.459999084472656,1.0,0.5374320449202289
2023-01-06,14.459523925052371,14.994988100578038,14.019964406631336,14.844139099121094,405044000,21.1299991607666,1.0,-0.43506003412092153
2023-01-09,15.268713734456611,16.039940959776242,15.125856157242278,15.612369537353516,504231000,21.969999313354492,1.0,0.5105808525049105
2023-01-10,15.491491850303234,15.9460367412462,15.456527005264633,15.89309024810791,384101000,20.579999923706055,1.0,0.521975577509012
2023-01-11,15.824158513514837,16.011970219679487,15.547435115356448,15.984996795654297,353285000,21.09000015258789,1.0,0.4901872823586289
2023-01-12,16.083899486490765,16.620361206682915,15.476506765719616,16.494487762451172,551409000,18.829999923706055,1.0,-0.13758595280977232
2023-01-13,16.261725447843773,16.905082595147245,16.148839459622973,16.882104873657227,447287000,18.350000381469727,1.0,0.6215740336324385
2023-01-17,16.882102890181493,17.71027444723034,16.882102890181493,17.68429946899414,511102000,19.360000610351562,1.0,0.43335091779268425
2023-01-18,17.64933195026429,17.8551253151724,17.264716740500983,17.359622955322266,439624000,20.34000015258789,1.0,0.2902972132855687
2023-01-19,17.018962694085385,17.179802892609352,16.71426930548233,16.748233795166016,452932000,20.520000457763672,1.0,-0.6437440872823921
2023-01-20,16.99398826883285,17.838144467896704,16.80817535561797,17.8211612701416,564967000,19.850000381469727,1.0,-0.4431064370936536
2023-01-23,18.045932771346358,19.22575327562238,17.800180419919084,19.173805236816406,655163000,19.809999465942383,1.0,0.515731148412419
2023-01-24,18.808171561163764,19.475504695763046,18.801178592061103,19.2457332611084,496204000,19.200000762939453,1.0,0.3842697121270501
2023-01-25,18.894084898187952,19.350628576512324,18.561417754150824,19.303674697875977,449537000,19.079999923706055,1.0,0.038598532529153295
2023-01-26,19.681297222805807,20.14583232825715,19.258719930188406,19.782196044921875,489535000,18.729999542236328,1.0,0.11763479463144706
2023-01-27,19.442536298366885,20.607370568656833,19.385594095701595,20.344633102416992,542142000,18.510000228881836,1.0,0.5929177952992338
2023-01-30,19.930047598821574,20.119856196776876,19.130846582408306,19.14283561706543,488611000,19.940000534057617,1.0,0.6719387638724607
2023-01-31,19.150830104290442,19.667313303213437,18.931050789927134,19.51746368408203,498017000,19.399999618530273,1.0,-0.42613645542938583
2023-02-01,19.671303898887444,21.170801962436308,19.591383995767792,20.92205238342285,660477000,17.8700008392334,1.0,0.3696132618430714
2023-02-02,20.978999571946993,21.927049958105407,20.679300340238534,21.68729019165039,564276000,18.729999542236328,1.0,0.5141807250976044
2023-02-03,20.979000905493407,21.723256776011066,20.768211454332956,21.078901290893555,429366000,18.329999923706055,1.0,0.6369733193013797
2023-02-06,20.78519132864185,21.54842717853091,20.76521087366942,21.067909240722656,452197000,19.43000030517578,1.0,-0.5802823339611538
2023-02-07,21.360616200100747,22.236739935433913,21.12884786869814,22.15082550048828,664150000,18.65999984741211,1.0,-0.02546886954976343
2023-02-08,22.364609852385264,22.85511993042836,21.985989180590057,22.18279266357422,559651000,19.6299991607666,1.0,0.5527041740688755
2023-02-09,22.583391079267905,22.996976567245348,22.097877100421048,22.314659118652344,523876000,20.709999084472656,1.0,0.11185410464549134
2023-02-10,21.668308556927258,22.05591910392087,20.790187926657033,21.243732452392578,550737000,20.530000686645508,1.0,0.0765709378961227
2023-02-13,21.516462459286352,22.02595269628812,20.94103823644768,21.766212463378906,474919000,20.34000015258789,1.0,-0.7272708556025895
2023-02-14,21.556420076698707,23.025949676572004,21.34463219361314,22.948028564453125,675474000,18.90999984741211,1.0,0.6191115775171571
