Date,Equity,DrawdownPct,DrawdownDuration
2023-01-03,100000.0,0.0,
2023-01-04,100000.0,0.0,
2023-01-05,99005.3635238359,0.009946364761641013,
2023-01-06,101462.05137478805,0.0,2 days
2023-01-09,104642.52538907027,0.0,
2023-01-10,105804.71307980515,0.0,
2023-01-11,106185.20223843551,0.0,
2023-01-12,108294.48694455123,0.0,
2023-01-13,109899.21388852096,0.0,
2023-01-17,113220.31530606246,0.0,
2023-01-18,111876.14664303756,0.011872150853769359,
2023-01-19,109345.00341641402,0.03422806127303668,
2023-01-20,113786.93895565963,0.0,3 days
2023-01-23,119386.8612884233,0.0,
2023-01-24,119684.64330899216,0.0,
2023-01-25,119924.52875363326,0.0,
2023-01-26,121905.59923397993,0.0,
2023-01-27,124234.09654843307,0.0,
2023-01-30,119258.66285550094,0.04004885801211944,
2023-01-31,120809.62305294967,0.027564683050988026,
2023-02-01,126624.63606106734,0.0,5 days
2023-02-02,129792.68110501266,0.0,
2023-02-03,127273.95895230268,0.019405733291479876,
2023-02-06,127228.46765744186,0.01975622527973009,
2023-02-07,131711.7330764482,0.0,5 days
2023-02-08,131844.07713162398,0.0,
2023-02-09,132390.01215207076,0.0,
2023-02-10,127956.36785733198,0.03348926571323252,
2023-02-13,130119.41930996871,0.017150786567599385,
2023-02-14,135012.15376126266,0.0,5 days
2023-02-15,134156.02354275683,0.006341134443493823,
2023-02-16,131004.4899200151,0.029683726461650073,
2023-02-17,128465.09493100143,0.048492366411976295,
2023-02-21,125433.48428952193,0.07094672001661684,
2023-02-22,125842.9454253862,0.06791394759978453,
2023-02-23,137878.29485165572,0.0,9 days
2023-02-24,136314.94516598678,0.011338620682471934,
2023-02-27,137204.1456054399,0.004889451577140158,
2023-02-28,136025.4385970781,0.013438346162977566,
2023-03-01,133883.05998074508,0.0289765323483957,
2023-03-02,136430.73831784225,0.010498799215430621,
2023-03-03,138813.00237881637,0.0,8 days
2023-03-06,137423.35031735396,0.010010964662158117,
2023-03-07,136339.5820068071,0.017818362326458392,
2023-03-08,140033.52094876266,0.0,5 days
2023-03-09,136951.79170834518,0.02200708244381766,
2023-03-10,135003.47559201217,0.03592029481705994,
2023-03-13,135007.6054214189,0.03589080309694348,
2023-03-14,139545.41933285692,0.003485605536436731,
2023-03-15,140227.9308913896,0.0,7 days
2023-03-16,145659.2408965776,0.0,
2023-03-17,146420.38503872848,0.0,
2023-03-20,147144.27385556197,0.0,
2023-03-21,148381.11433255172,0.0,
2023-03-22,149493.8388274858,0.0,
2023-03-23,152484.56968533492,0.0,
2023-03-24,150780.31622158983,0.011176563420560948,
2023-03-27,149754.44448697066,0.01790427191418853,
2023-03-28,149253.92969357467,0.021186668253889263,
2023-03-29,151628.31312405562,0.005615365299231678,
2023-03-30,153278.7919448564,0.0,7 days
2023-03-31,154908.60582577682,0.0,
2023-04-03,155686.28507840133,0.0,
2023-04-04,153568.36958157516,0.013603738413821231,
2023-04-05,151202.24580990768,0.028801761608195364,
2023-04-06,151847.54942166305,0.0246568646352191,
2023-04-10,154089.5651076982,0.010256009191169535,
2023-04-11,152393.56340634322,0.021149722150541006,
2023-04-12,149605.54163205123,0.03905766935917265,
2023-04-13,149473.1501983354,0.03990804249030078,
2023-04-14,150693.43977200484,0.03206991100007406,
2023-04-17,151702.76060330367,0.02558686831721635,
2023-04-18,154453.57443081832,0.007917914201384102,
2023-04-19,155545.61819302535,0.0009035277918355566,
2023-04-20,152124.69808804488,0.02287669070247822,
2023-04-21,152186.74818264937,0.022478132187364053,
2023-04-24,151868.2301543901,0.02452402870354642,
2023-04-25,148554.84354245162,0.04580648534556797,
2023-04-26,151512.48049008346,0.026809070472816554,
2023-04-27,152629.35060727096,0.019635220081145488,
2023-04-28,154792.781088228,0.0057391310334329315,
2023-05-01,159595.33048855758,0.0,28 days
2023-05-02,156699.72784268355,0.018143404553315756,
2023-05-03,155012.02528225878,0.028718291395294915,
2023-05-04,154019.24745785692,0.034938885828495136,
2023-05-05,158643.90623318648,0.005961479276734294,
2023-05-08,160592.24603878954,0.0,7 days
2023-05-09,158193.04414975143,0.01493971189903287,
2023-05-10,159491.91103207564,0.006851731847925757,
2023-05-11,158221.9766448686,0.014759550678109412,
2023-05-12,157237.49796139693,0.0208898509121187,
2023-05-15,159773.18163144088,0.005100273690367474,
2023-05-16,160848.71397244433,0.0,8 days
2023-05-17,164840.48231350878,0.0,
2023-05-18,171045.32594906783,0.0,
2023-05-19,169332.7970336626,0.01001213512209731,
2023-05-22,168968.7798141191,0.01214032668491083,
2023-05-23,166950.13815152147,0.023942120457391414,
2023-05-24,166329.6529983232,0.027569727056726556,
2023-05-25,197113.95414578414,0.0,7 days
2023-05-26,201109.86021267864,0.0,
2023-05-30,205928.95261990523,0.0,
2023-05-31,196509.98831021285,0.045738902615978905,
2023-06-01,204518.3829330156,0.006849788089260178,
2023-06-02,202685.8915542314,0.01574844636664441,
2023-06-05,202040.59583889937,0.018882030581599762,
2023-06-06,199901.9917129228,0.029267185746856716,
2023-06-07,195041.00088345504,0.052872369804874864,
2023-06-08,199322.80485379195,0.03207974246490064,
2023-06-09,200398.39246975875,0.02685664196211668,
2023-06-12,203343.94788968062,0.01255289602232812,
2023-06-13,209714.94016873336,0.0,14 days
2023-06-14,217885.49574124312,0.0,
2023-06-15,216462.37074124312,0.006531527007608062,
2023-06-16,216623.67887722945,0.00579119256984495,
2023-06-20,221240.57546841598,0.0,6 days
2023-06-21,218084.05920254684,0.014267347927413798,
2023-06-22,218001.3046859453,0.014641395574082283,
2023-06-23,214625.52053677535,0.0298998269988906,
2023-06-26,208101.51136624312,0.05938813020330702,
2023-06-27,213247.9105209062,0.03612657818570353,
2023-06-28,210107.94515835738,0.05031911658378363,
2023-06-29,208887.53713833785,0.05583532000820357,
2023-06-30,215010.2658675859,0.028160790974436356,
2023-07-03,215469.4744704912,0.026085183451118987,
2023-07-05,215072.36334073043,0.02788011247315758,
2023-07-06,214187.03214871383,0.031881779844263214,
2023-07-07,215841.80662381148,0.024402254573665294,
2023-07-10,214505.57386624312,0.03044198193714398,
2023-07-11,215436.38845669723,0.02623473112664787,
2023-07-12,221629.44273220992,0.0,22 days
2023-07-13,230213.73930203414,0.0,
2023-07-14,228112.1378158281,0.009128914254108889,
2023-07-17,232215.98798977828,0.0,4 days
2023-07-18,236489.51650845504,0.0,
2023-07-19,234764.38490139937,0.007294748758953862,
2023-07-20,228323.1302474687,0.034531705174738136,
2023-07-21,223313.22866665813,0.0557161604299945,
2023-07-24,224566.72270047164,0.05041573928524279,
2023-07-25,228980.9023116777,0.031750304654662775,
2023-07-26,228041.76489102343,0.035721463438019185,
2023-07-27,229895.1502059648,0.027884391662894137,
2023-07-28,233411.6012405107,0.013015017804538842,
2023-07-31,233324.72479092574,0.013382376370227544,
2023-08-01,232406.32337796187,0.017265852587369013,
2023-08-02,223147.73542630172,0.05641595145159983,
2023-08-03,224165.4264663408,0.05211262733362476,
2023-08-04,224848.0564712236,0.049226114582610836,
2023-08-07,227897.00765835738,0.03633357189340969,
2023-08-08,224781.86865078902,0.049505990923058296,
2023-08-09,216052.78326260543,0.08641707906370955,
2023-08-10,215366.07870327926,0.0893208211384735,
2023-08-11,209024.0189193437,0.11613833033537191,
2023-08-14,221013.06371914843,0.06544244758838302,
2023-08-15,221786.67631375292,0.062171213387281155,
2023-08-16,219908.49622952437,0.0701131302720468,
2023-08-17,219321.00233304,0.07259735834760028,
2023-08-18,219134.83625637984,0.07338456481412248,
2023-08-21,234309.34561001748,0.009218890251989742,
2023-08-22,228935.37153470016,0.0319428323305182,
2023-08-23,234925.74041592574,0.006612454182396643,
2023-08-24,235120.16615139937,0.0057903216061026,
2023-08-25,230383.3386825273,0.025820078268498747,
2023-08-28,233763.24476468062,0.011528087096735806,
2023-08-29,241826.23525845504,0.0,42 days
2023-08-30,241900.99749442324,0.0,
2023-08-31,241631.08050223574,0.0011158159535646917,
2023-09-01,244140.19897147402,0.0,2 days
2023-09-05,244024.53319998964,0.00047376782673091977,
2023-09-06,248423.25176688418,0.0,5 days
2023-09-07,252844.11145103246,0.0,
2023-09-08,251472.3786105824,0.0054252117345263695,
2023-09-11,250173.03130528456,0.010564138236872522,
2023-09-12,249157.23998448378,0.014581599094360187,
2023-09-13,251185.4614963246,0.006559970668049697,
2023-09-14,251502.04970738417,0.005307862366049965,
2023-09-15,245958.32564732558,0.027233324771498313,
2023-09-18,246176.0060062123,0.02637239762695265,
2023-09-19,244705.14037510878,0.032189680151993305,
2023-09-20,240480.56533238417,0.04889790016344797,
2023-09-21,236450.5581607533,0.0648366030602775,
2023-09-22,238406.21955296522,0.05710195034881549,
2023-09-25,240424.50873753554,0.04911960433732376,
2023-09-26,239398.87320897108,0.053175999096444326,
2023-09-27,241235.74950596815,0.04591114215967196,
2023-09-28,243283.74755284315,0.03781129741690992,
2023-09-29,244635.86585423475,0.03246366130376488,
2023-10-02,248867.04985997206,0.015729302803362377,
2023-10-03,244695.2458133412,0.03222881320401805,
2023-10-04,246423.33228489882,0.025394220689126557,
2023-10-05,248557.0580234242,0.016955322404012207,
2023-10-06,252098.95865818983,0.0029470838318769177,
2023-10-09,250486.32132908827,0.009325074285547741,
2023-10-10,252217.6808108998,0.0024775369951772763,
2023-10-11,255541.9514407826,0.0,34 days
2023-10-12,256000.34911534315,0.0,
2023-10-13,251106.30500218397,0.01911733374611191,
2023-10-16,253197.17948338515,0.010949866442154788,
2023-10-17,246083.64417454725,0.03873707584800146,
2023-10-18,240338.74328038222,0.06117806436234374,
2023-10-19,240025.46584507948,0.06240180267514417,
2023-10-20,237670.7615604115,0.07159985374345368,
2023-10-23,242907.8045596791,0.05114268242565989,
2023-10-24,245176.7182101918,0.04227975056500677,
2023-10-25,238963.56284520155,0.06654985561158566,
2023-10-26,234171.73735997203,0.0852678983868731,
2023-10-27,234745.57158848766,0.0830263614885891,
2023-10-30,236925.4719485951,0.07451113731940151,
2023-10-31,235668.96331212047,0.07941936748712086,
2023-11-01,240764.20943638808,0.059516089456933874,
2023-11-02,244658.95316502577,0.044302267514515825,
2023-11-03,249602.48267552382,0.024991631698661143,
2023-11-06,252062.70377537733,0.015381406133128661,
2023-11-07,252735.47103306773,0.012753412616653859,
2023-11-08,254776.8475284291,0.004779296556204349,
2023-11-09,256016.85264012343,0.0,28 days
2023-11-10,260584.40139195448,0.0,
2023-11-13,260375.57162451273,0.0008013901305152782,
2023-11-14,260294.9179364099,0.0011109009365036782,
2023-11-15,262707.1881810083,0.0,5 days
2023-11-16,260847.72212418457,0.00707809355997735,
2023-11-17,261419.37395295044,0.0049020898018616865,
2023-11-20,257929.75480469604,0.018185392677647516,
2023-11-21,259390.31509598633,0.01262574164029584,
2023-11-22,263247.43926438235,0.0,7 days
2023-11-24,266199.94860276126,0.0,
2023-11-27,264736.24703797244,0.005498504310280872,
2023-11-28,266058.6152745142,0.0005309292093740314,
2023-11-29,265056.6209660425,0.004294995708000293,
2023-11-30,269359.74602326297,0.0,6 days
2023-12-01,270655.9972126737,0.0,
2023-12-04,266291.3945515409,0.01612601496394417,
2023-12-05,269978.15495803504,0.0025044420283287794,
2023-12-06,266280.97356155067,0.01616451767623417,
2023-12-07,270082.4976094022,0.0021189244250178207,
2023-12-08,273247.5314839139,0.0,7 days
2023-12-11,270190.3183491483,0.01118843825656135,
2023-12-12,273772.7228291288,0.0,4 days
2023-12-13,275271.7656452909,0.0,
2023-12-14,276153.8204953797,0.0,
2023-12-15,276153.8204953797,0.0,
2023-12-18,273720.28961426264,0.008812229636191993,
2023-12-19,275304.92746216303,0.0030739861997702844,
2023-12-20,280306.6504541064,0.0,5 days
2023-12-21,277361.88653809077,0.010505508560874288,
2023-12-22,277897.89914185053,0.008593272076683145,
2023-12-26,276393.7034631396,0.013959522489486731,
2023-12-27,275931.38156372553,0.015608865802123395,
2023-12-28,275579.6149011279,0.016863800931303463,
2023-12-29,274437.84456231055,0.020937091154591525,9 days
