Strategy,Return_%,Sharpe_Ratio,Max_Drawdown_%,Num_Trades,Win_Rate_%,Avg_Trade_%,Best_Trade_%,Worst_Trade_%
Adaptive,12.55625809519981,0.3469416419957266,-21.221489235289003,11,54.54545454545454,1.4510967439997469,28.945388443399487,-18.973698829275108
Hybrid_70,19.886277940435214,0.5131966404801096,-16.15448183849861,12,58.333333333333336,2.367910879764179,28.945388443399487,-18.973698829275108
Hybrid_85,19.886277940435214,0.5131966404801096,-16.15448183849861,12,58.333333333333336,2.367910879764179,28.945388443399487,-18.973698829275108
Hybrid_VetoOnly,12.616334446744986,0.3494980658002296,-21.208091001062545,11,54.54545454545454,1.4619241375200431,28.945388443399487,-18.973698829275108
